PRODUCT (Click to open in Browser),PRODUCT ID,PHYSICAL,LOGICAL,GMI FC,R&N A.C.N,GROUP,CLEARING ADMIN,CLEARING VENUE,MIC CODE,MARKET TYPE NAME,SYMBOL CODE
ERCOT Houston Load Zone Real-Time Peak Fixed Price Future,2449,EDH,EDH,QM,,Electricity,ERCOT Pk Mini,ICEU,IFED,Financial Power,EDH
ERCOT Non-Spinning Reserve Future,15978,ENS,ENS,:O,,Electricity,ERCOT Pk Mini,ICEU,IFED,Financial Power,ENS
ERCOT North 345KV Day-Ahead Off-Peak Fixed Price Future,2619,NEV,NEV,F6,,Electricity,ERCOT OP Mini,ICEU,IFED,Financial Power,NEV
ERCOT North 345KV Day-Ahead Peak Daily 80 MWh Fixed Price Future,18462,NDB,NDB,8(,,Electricity,ERCOT Pk Daily,ICEU,IFED,Financial Power,NDB
ERCOT North 345KV Day-Ahead Peak Fixed Price Future,2611,EVN,EVN,F5,,Electricity,ERCOT Pk Mini,ICEU,IFED,Financial Power,EVN
ERCOT North 345KV Hub Day-Ahead Off-Peak Daily Fixed Price Future,2639,NDC,NDC,N0,,Electricity,ERCOTOPDailyMin,ICEU,IFED,Financial Power,NDC
ERCOT North 345KV Hub Day-Ahead Peak Daily Fixed Price Future,2627,NDA,NDA,N9,,Electricity,ERCOTPkDailyMin,ICEU,IFED,Financial Power,NDA
ERCOT North 345KV Hub Real-Time Off-Peak Daily Mini Fixed Price Future ,26889,NME,NME,,,Electricity,ERCOTOPDailyMin,ICEU,IFED,Financial Power,NME
ERCOT North 345KV Hub Real-Time Peak 2x16 Fixed Price Future,22288,ER2,ER2,M*,,Electricity,ERCOT Pk Mini,ICEU,IFED,Financial Power,ER2
ERCOT North 345KV Hub Real-Time Peak 7x16 Fixed Price Future,27024,EDI,EDI,,,Electricity,ERCOT Pk Mini,ICEU,IFED,Financial Power,EDI
ERCOT North 345KV Hub Real-Time Peak Daily HE 1000-1700 Fixed Price Future,27009,EDD,EDD,,,Electricity,ERCOT Pk Daily,ICEU,IFED,Financial Power,EDD
ERCOT North 345KV Hub Real-Time Peak Daily Look Back Fixed Price Future ,3964,ENO,END,P\,,Electricity,ERCOT Pk Daily,ICEU,IFED,Financial Power,ENO
ERCOT North 345KV Hub Real-Time Peak Daily Mini Fixed Price Future,23390,ERA,ERA,NG,,Electricity,ERCOTPkDailyMin,ICEU,IFED,Financial Power,ERA
"ERCOT North 345KV Hub Real-Time Peak HE 1000-1700 Fixed Price Future, 7X",27028,ED7,ED7,,,Electricity,ERCOT Pk Mini,ICEU,IFED,Financial Power,ED7
ERCOT North 345KV Real-Time 7x8 Fixed Price Future,24238,ECI,ECI,Q0,,Electricity,ERCOT OP Mini,ICEU,IFED,Financial Power,ECI
ERCOT North 345KV Real-Time Off-Peak Daily Fixed Price Future,1869,NED,NED,AJ,SM97,Electricity,ERCOT OP Daily,ICEU,IFED,Financial Power,NED
ERCOT North 345KV Real-Time Off-Peak Fixed Price Future,1863,NEB,NEB,AF,SM93,Electricity,ERCOT OP Mini,ICEU,IFED,Financial Power,NEB
ERCOT North 345KV Real-Time Peak Fixed Price Future,543,ERN,ERN,PU,NO15,Electricity,ERCOT Pk Mini,ICEU,IFED,Financial Power,ERN
"ERCOT North 345kV Hub HE 0700-2200, 7x",19517,YFO,YFO,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YFO
"ERCOT North 345kV Hub HE 0700-2200, 7x Daily Fixed Price",19516,YFN,YFN,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,YFN
"ERCOT North 345kV Hub HR HE 0700-2200, 7x",19548,YGV,YGV,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YGV
ERCOT North 345kV Physical ATC Daily Fixed Price,5126,XOM,XOM,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,XOM
ERCOT North 345kV Physical ATC Fixed Price,5125,XRT,XRT,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XRT
ERCOT North 345kV Physical Daily ATC Fixed Price,18576,YDY,YDY,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,YDY
ERCOT North 345kV Physical HE 0700-1100 Daily Fixed Price,5123,XOQ,XOQ,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,XOQ
ERCOT North 345kV Physical HE 0700-1100 Fixed Price,5094,XPE,XPE,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XPE
"ERCOT North 345kV Physical HE 0700-1100,1700-2200 Daily Fixed Price",18564,YDM,YDM,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,YDM
"ERCOT North 345kV Physical HE 1-6, 23, 24, 7x Daily Fixed Price",5121,XOO,XOO,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,XOO
"ERCOT North 345kV Physical HE 1-6, 23, 24, 7x Fixed Price",5120,XPB,XPB,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XPB
ERCOT North 345kV Physical HE 1000-1700 Fixed Price 5x,26454,Y1S,Y1S,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,Y1S
ERCOT North 345kV Physical HE 1000-1700 Fixed Price 5x Daily Fixed Price,26453,Y1R,Y1R,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,Y1R
ERCOT North 345kV Physical HE 1000-1700 Fixed Price 7x,26446,Y1K,Y1K,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,Y1K
ERCOT North 345kV Physical HE 1000-1700 Fixed Price 7x Daily Fixed Price,26445,Y1J,Y1J,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,Y1J
ERCOT North 345kV Physical HE 1200-2200 Daily Fixed Price,5095,XOA,XOA,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,XOA
ERCOT North 345kV Physical HE 1200-2200 Fixed Price,5124,XRZ,XRZ,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XRZ
ERCOT North 345kV Physical HR ATC,5085,XRW,XRW,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XRW
ERCOT North 345kV Physical HR ATC,18556,YDE,YDE,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YDE
ERCOT North 345kV Physical HR HE 0700-1100,5086,XPW,XPW,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XPW
"ERCOT North 345kV Physical HR HE 1-6, 23, 24, 7x",5090,XPS,XPS,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XPS
ERCOT North 345kV Physical HR HE 1200-2200,5087,XPV,XPV,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XPV
ERCOT North 345kV Physical HR HE 1700-2200,18552,YDA,YDA,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YDA
ERCOT North 345kV Physical HR Off-Peak,5088,XPU,XPU,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XPU
ERCOT North 345kV Physical HR Off-Peak,18558,YDG,YDG,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YDG
ERCOT North 345kV Physical HR Off-Peak Weekend HE 0700-2200,5089,XPT,XPT,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XPT
"ERCOT North 345kV Physical HR Peak HE 0700-1100,1700-2200",18572,YDU,YDU,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YDU
ERCOT North 345kV Physical HR Peak HE 0700-2200,5091,XPR,XPR,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XPR
ERCOT North 345kV Physical HR Peak HE 0700-2200,18557,YDF,YDF,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YDF
ERCOT North 345kV Physical HR Peak HE 1700-2200,18545,YCT,YCT,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YCT
ERCOT North 345kV Physical Monthly ATC Fixed Price,18559,YDH,YDH,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YDH
ERCOT North 345kV Physical Off-Peak Daily Fixed Price,5145,XOB,XOB,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,XOB
ERCOT North 345kV Physical Off-Peak Daily Fixed Price,18562,YDK,YDK,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,YDK
ERCOT North 345kV Physical Off-Peak Fixed Price,5127,XPD,XPD,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XPD
ERCOT North 345kV Physical Off-Peak Monthly Fixed Price,18563,YDL,YDL,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YDL
ERCOT North 345kV Physical Off-Peak Weekend HE 0700-2200 Daily Fixed Price,5119,XON,XON,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,XON
ERCOT North 345kV Physical Off-Peak Weekend HE 0700-2200 Fixed Price,5118,XPC,XPC,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XPC
"ERCOT North 345kV Physical Peak HE 0700-1100,1700-2200 Fixed Price",18565,YDN,YDN,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YDN
ERCOT North 345kV Physical Peak HE 0700-2200 Daily Fixed Price,5122,XOP,XOP,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,XOP
ERCOT North 345kV Physical Peak HE 0700-2200 Daily Fixed Price,18560,YDI,YDI,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,YDI
ERCOT North 345kV Physical Peak HE 0700-2200 Fixed Price,5128,XPA,XPA,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XPA
ERCOT North 345kV Physical Peak HE 0700-2200 Monthly Fixed Price,18561,YDJ,YDJ,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YDJ
ERCOT North 345kV Physical Peak HE 1700-2200 Daily Fixed Price,18544,YCS,YCS,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,YCS
ERCOT North LZ Physical  Peak HE 0700-2200 Fixed Price,5057,XQM,XQM,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XQM
ERCOT North LZ Physical ATC,6329,XS2,XS2,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XS2
ERCOT North LZ Physical ATC Daily,6330,XS1,XS1,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,XS1
ERCOT North LZ Physical Off-Peak Daily Fixed Price,5146,XSR,XSR,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,XSR
ERCOT North LZ Physical Off-Peak Fixed Price,5055,XQN,XQN,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XQN
ERCOT North LZ Physical Peak HE 0700-2200 Daily Fixed Price,5056,XOY,XOY,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,XOY
ERCOT North Load Zone Day-Ahead Off-Peak Daily Fixed Price Future,2635,NZC,NZC,N(,,Electricity,ERCOTOPDailyMin,ICEU,IFED,Financial Power,NZC
ERCOT North Load Zone Day-Ahead Off-Peak Fixed Price Future,2615,NZD,NZD,M),,Electricity,ERCOT OP Mini,ICEU,IFED,Financial Power,NZD
ERCOT North Load Zone Day-Ahead Peak Daily Fixed Price Future,2623,NZA,NZA,N<,,Electricity,ERCOTPkDailyMin,ICEU,IFED,Financial Power,NZA
ERCOT North Load Zone Day-Ahead Peak Fixed Price Future,2607,NZB,NZB,M0,,Electricity,ERCOT Pk Mini,ICEU,IFED,Financial Power,NZB
"ERCOT North Load Zone HE 0100-0600, 2300, 2400, 7x",19540,YGN,YGN,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,YGN
"ERCOT North Load Zone HE 0100-0600, 2300, 2400, 7x",19541,YGO,YGO,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YGO
ERCOT North Load Zone Off-Peak Weekend,19532,YGF,YGF,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,YGF
ERCOT North Load Zone Off-Peak Weekend,19533,YGG,YGG,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YGG
ERCOT North Load Zone Real-Time Off-Peak Fixed Price Future,2454,OEN,OEN,QN,,Electricity,ERCOT OP Mini,ICEU,IFED,Financial Power,OEN
ERCOT North Load Zone Real-Time Peak Fixed Price Future,2450,EDN,EDN,QJ,,Electricity,ERCOT Pk Mini,ICEU,IFED,Financial Power,EDN
ERCOT Panhandle 345KV Day-Ahead Off-Peak Fixed Price Future,23766,EQG,EQG,PB,,Electricity,ERCOT OP Mini,ICEU,IFED,Financial Power,EQG
ERCOT Panhandle 345KV Day-Ahead Peak Fixed Price Future,23765,EQF,EQF,PA,,Electricity,ERCOT Pk Mini,ICEU,IFED,Financial Power,EQF
ERCOT Panhandle 345KV Real-Time 7x8 Fixed Price Future,24242,ECM,ECM,Q),,Electricity,ERCOT OP Mini,ICEU,IFED,Financial Power,ECM
ERCOT Panhandle 345KV Real-Time Off-Peak Daily Fixed Price Future,24244,ECO,ECO,Q=,,Electricity,ERCOTOPDailyMin,ICEU,IFED,Financial Power,ECO
ERCOT Panhandle 345KV Real-Time Off-Peak Fixed Price Future,23772,EQQ,EQQ,PH,,Electricity,ERCOT OP Mini,ICEU,IFED,Financial Power,EQQ
ERCOT Panhandle 345KV Real-Time Peak Daily Fixed Price Future,24243,ECN,ECN,Q-,,Electricity,ERCOTPkDailyMin,ICEU,IFED,Financial Power,ECN
ERCOT Panhandle 345KV Real-Time Peak Fixed Price Future,23771,EQP,EQP,PG,,Electricity,ERCOT Pk Mini,ICEU,IFED,Financial Power,EQP
ERCOT Panhandle 345kV Hub,23661,B00,B00,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,B00
ERCOT Panhandle 345kV Hub,23671,B0A,B0A,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,B0A
"ERCOT Panhandle 345kV Hub HE 0100-HE 0600, HE 2300, HE 2400, 7x",23664,B03,B03,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,B03
"ERCOT Panhandle 345kV Hub HE 0100-HE 0600, HE 2300, HE 2400, 7x",23674,B0D,B0D,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,B0D
ERCOT Panhandle 345kV Hub HE 0700-HE 2200,23662,B01,B01,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,B01
ERCOT Panhandle 345kV Hub HE 0700-HE 2200,23672,B0B,B0B,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,B0B
ERCOT Panhandle 345kV Hub Off-Peak,23665,B04,B04,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,B04
ERCOT Panhandle 345kV Hub Off-Peak,23675,B0E,B0E,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,B0E
ERCOT Panhandle 345kV Hub Off-Peak Weekend,23663,B02,B02,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,B02
ERCOT Panhandle 345kV Hub Off-Peak Weekend,23673,B0C,B0C,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,B0C
ERCOT Panhandle Heat Rate 345kV Hub,23666,B05,B05,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,B05
"ERCOT Panhandle Heat Rate 345kV Hub HE 0100-HE 0600, HE 2300, HE 2400, 7x",23669,B08,B08,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,B08
ERCOT Panhandle Heat Rate 345kV Hub HE 0700-HE 2200,23667,B06,B06,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,B06
ERCOT Panhandle Heat Rate 345kV Hub Off-Peak,23670,B09,B09,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,B09
ERCOT Panhandle Heat Rate 345kV Hub Off-Peak Weekend,23668,B07,B07,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,B07
ERCOT Regulation Down Future,15980,ERL,ERL,:Q,,Electricity,ERCOT Pk Mini,ICEU,IFED,Financial Power,ERL
ERCOT Regulation Up Future,15979,ERK,ERK,:P,,Electricity,ERCOT Pk Mini,ICEU,IFED,Financial Power,ERK
ERCOT South 345KV Day-Ahead Off-Peak Fixed Price Future,19495,EKK,EKK,B:,,Electricity,ERCOT OP Mini,ICEU,IFED,Financial Power,EKK
ERCOT South 345KV Day-Ahead Peak Fixed Price Future,19494,EKH,EKH,B?,,Electricity,ERCOT Pk Mini,ICEU,IFED,Financial Power,EKH
ERCOT South 345KV Hub Day-Ahead Off-Peak Daily Fixed Price Future,2640,SEC,SEC,N),,Electricity,ERCOTOPDailyMin,ICEU,IFED,Financial Power,SEC
ERCOT South 345KV Hub Day-Ahead Peak Daily Fixed Price Future,2628,SEA,SEA,N*,,Electricity,ERCOTPkDailyMin,ICEU,IFED,Financial Power,SEA
ERCOT South 345KV Hub Real-Time Peak 2x16 Fixed Price Future,27019,EDA,EDA,,,Electricity,ERCOT Pk Mini,ICEU,IFED,Financial Power,EDA
ERCOT South 345KV Hub Real-Time Peak 7x16 Fixed Price Future,27025,EDJ,EDJ,,,Electricity,ERCOT Pk Mini,ICEU,IFED,Financial Power,EDJ
ERCOT South 345KV Real-Time 7x8 Fixed Price Future,24240,ECK,ECK,Q(,,Electricity,ERCOT OP Mini,ICEU,IFED,Financial Power,ECK
ERCOT South 345KV Real-Time Off-Peak Daily Fixed Price Future,1870,SED,SED,AK,SM98,Electricity,ERCOT OP Daily,ICEU,IFED,Financial Power,SED
ERCOT South 345KV Real-Time Off-Peak Fixed Price Future,1864,SEB,SEB,AG,SM94,Electricity,ERCOT OP Mini,ICEU,IFED,Financial Power,SEB
ERCOT South 345KV Real-Time Peak Daily Fixed Price Future,1623,ESD,ESD,YL,QM69,Electricity,ERCOT Pk Daily,ICEU,IFED,Financial Power,ESD
ERCOT South 345KV Real-Time Peak Fixed Price Future,544,ERS,ERS,PW,NO16,Electricity,ERCOT Pk Mini,ICEU,IFED,Financial Power,ERS
"ERCOT South 345kV Hub HE 0700-2200, 7x",19521,YFS,YFS,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YFS
"ERCOT South 345kV Hub HE 0700-2200, 7x Daily Fixed Price",19520,YFR,YFR,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,YFR
"ERCOT South 345kV Hub HR HE 0700-2200, 7x",19549,YGW,YGW,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YGW
ERCOT South 345kV Physical ATC Daily  Fixed Price,5106,XOI,XOI,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,XOI
ERCOT South 345kV Physical ATC Fixed Price,5107,XRV,XRV,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XRV
ERCOT South 345kV Physical HE 0700-1100,18538,YCM,YCM,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YCM
"ERCOT South 345kV Physical HE 1-6, 23, 24, 7x Daily Fixed Price",5104,XOK,XOK,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,XOK
"ERCOT South 345kV Physical HE 1-6, 23, 24, 7x Fixed Price",5103,XPG,XPG,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XPG
ERCOT South 345kV Physical HE 1000-1700 Fixed Price 5x,26458,Y1W,Y1W,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,Y1W
ERCOT South 345kV Physical HE 1000-1700 Fixed Price 5x Daily Fixed Price,26457,Y1V,Y1V,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,Y1V
ERCOT South 345kV Physical HE 1000-1700 Fixed Price 7x,26450,Y1O,Y1O,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,Y1O
ERCOT South 345kV Physical HE 1000-1700 Fixed Price 7x Daily Fixed Price,26449,Y1N,Y1N,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,Y1N
ERCOT South 345kV Physical HE 1200-2200 Daily Fixed Price,5092,XOC,XOC,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,XOC
ERCOT South 345kV Physical HE 1200-2200 Fixed Price,5105,XSA,XSA,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XSA
ERCOT South 345kV Physical HR ATC,5079,XRX,XRX,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XRX
ERCOT South 345kV Physical HR HE 0700-1100,18542,YCQ,YCQ,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YCQ
"ERCOT South 345kV Physical HR HE 1-6, 23, 24, 7x",5083,XPY,XPY,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XPY
ERCOT South 345kV Physical HR HE 1200-2200,5080,XQB,XQB,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XQB
ERCOT South 345kV Physical HR HE 1700-2200,18554,YDC,YDC,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YDC
ERCOT South 345kV Physical HR Off-Peak,5081,XQA,XQA,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XQA
ERCOT South 345kV Physical HR Off-Peak Weekend HE 0700-2200,5082,XPZ,XPZ,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XPZ
"ERCOT South 345kV Physical HR Peak HE 0700-1100,1700-2200",18574,YDW,YDW,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YDW
ERCOT South 345kV Physical HR Peak HE 0700-2200,5084,XPX,XPX,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XPX
ERCOT South 345kV Physical HR Peak HE 1700-2200,18549,YCX,YCX,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YCX
ERCOT South 345kV Physical Off-Peak Daily Fixed Price,5147,XOD,XOD,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,XOD
ERCOT South 345kV Physical Off-Peak Fixed Price,5098,XPI,XPI,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XPI
ERCOT South 345kV Physical Off-Peak Weekend HE 0700-2200 Daily Fixed Price,5102,XOJ,XOJ,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,XOJ
ERCOT South 345kV Physical Off-Peak Weekend HE 0700-2200 Fixed Price,5101,XPH,XPH,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XPH
ERCOT South 345kV Physical Peak HE 0700-1100 Daily Fixed Price,18537,YCL,YCL,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,YCL
"ERCOT South 345kV Physical Peak HE 0700-1100,1700-2200 Daily Fixed Price",18568,YDQ,YDQ,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,YDQ
"ERCOT South 345kV Physical Peak HE 0700-1100,1700-2200 Fixed Price",18569,YDR,YDR,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YDR
ERCOT South 345kV Physical Peak HE 0700-2200 Daily Fixed Price,5100,XOL,XOL,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,XOL
ERCOT South 345kV Physical Peak HE 0700-2200 Fixed Price,5099,XPF,XPF,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XPF
ERCOT South 345kV Physical Peak HE 1700-2200 Daily Fixed Price,18548,YCW,YCW,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,YCW
ERCOT South LZ Physical  Peak HE 0700-2200 Fixed Price,5054,XQO,XQO,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XQO
ERCOT South LZ Physical ATC,6331,XS4,XS4,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XS4
ERCOT South LZ Physical ATC Daily,6332,XS3,XS3,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,XS3
ERCOT South LZ Physical Off-Peak Daily Fixed Price,5148,XSS,XSS,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,XSS
ERCOT South LZ Physical Off-Peak Fixed Price,5052,XQP,XQP,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XQP
ERCOT South LZ Physical Peak HE 0700-2200 Daily Fixed Price,5053,XOX,XOX,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,XOX
ERCOT South Load Zone Day-Ahead Off-Peak Daily Fixed Price Future,2636,SZC,SZC,N/,,Electricity,ERCOTOPDailyMin,ICEU,IFED,Financial Power,SZC
ERCOT South Load Zone Day-Ahead Off-Peak Fixed Price Future,2616,SZD,SZD,N2,,Electricity,ERCOT OP Mini,ICEU,IFED,Financial Power,SZD
ERCOT South Load Zone Day-Ahead Peak Daily Fixed Price Future,2624,SZA,SZA,N-,,Electricity,ERCOTPkDailyMin,ICEU,IFED,Financial Power,SZA
ERCOT South Load Zone Day-Ahead Peak Fixed Price Future,2608,SZB,SZB,M/,,Electricity,ERCOT Pk Mini,ICEU,IFED,Financial Power,SZB
"ERCOT South Load Zone HE 0100-0600, 2300, 2400, 7x",19542,YGP,YGP,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,YGP
"ERCOT South Load Zone HE 0100-0600, 2300, 2400, 7x",19543,YGQ,YGQ,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YGQ
ERCOT South Load Zone Off-Peak Weekend,19534,YGH,YGH,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,YGH
ERCOT South Load Zone Off-Peak Weekend,19535,YGI,YGI,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YGI
ERCOT South Load Zone Real-Time Off-Peak Fixed Price Future,2455,OES,OES,QO,,Electricity,ERCOT OP Mini,ICEU,IFED,Financial Power,OES
ERCOT South Load Zone Real-Time Peak Fixed Price Future,2451,EDS,EDS,QK,,Electricity,ERCOT Pk Mini,ICEU,IFED,Financial Power,EDS
ERCOT West 345KV Day-Ahead Off-Peak Fixed Price Future,19497,EKJ,EKJ,B@,,Electricity,ERCOT OP Mini,ICEU,IFED,Financial Power,EKJ
ERCOT West 345KV Day-Ahead Peak Fixed Price Future,19496,EKG,EKG,B#,,Electricity,ERCOT Pk Mini,ICEU,IFED,Financial Power,EKG
ERCOT West 345KV Hub Day-Ahead Off-Peak Daily Fixed Price Future,2641,WEC,WEC,N?,,Electricity,ERCOTOPDailyMin,ICEU,IFED,Financial Power,WEC
ERCOT West 345KV Hub Day-Ahead Peak Daily Fixed Price Future,2629,WEA,WEA,N>,,Electricity,ERCOTPkDailyMin,ICEU,IFED,Financial Power,WEA
ERCOT West 345KV Hub Real-Time Peak 7x16 Fixed Price Future,27027,EDL,EDL,,,Electricity,ERCOT Pk Mini,ICEU,IFED,Financial Power,EDL
ERCOT West 345KV Real-Time 7x8 Fixed Price Future,24241,ECL,ECL,Q*,,Electricity,ERCOT OP Mini,ICEU,IFED,Financial Power,ECL
ERCOT West 345KV Real-Time Off-Peak Daily Fixed Price Future,1871,WED,WED,AL,SM99,Electricity,ERCOT OP Daily,ICEU,IFED,Financial Power,WED
ERCOT West 345KV Real-Time Off-Peak Fixed Price Future,1865,WEB,WEB,AH,SM95,Electricity,ERCOT OP Mini,ICEU,IFED,Financial Power,WEB
ERCOT West 345KV Real-Time Peak 2x16 Fixed Price Future,27021,EDC,EDC,,,Electricity,ERCOT Pk Mini,ICEU,IFED,Financial Power,EDC
ERCOT West 345KV Real-Time Peak Daily Fixed Price Future,1624,EWD,EWD,YM,QM70,Electricity,ERCOT Pk Daily,ICEU,IFED,Financial Power,EWD
ERCOT West 345KV Real-Time Peak Fixed Price Future,1620,ERW,ERW,YI,QM66,Electricity,ERCOT Pk Mini,ICEU,IFED,Financial Power,ERW
"ERCOT West 345kV Hub HE 0700-2200, 7x",19523,YFU,YFU,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YFU
"ERCOT West 345kV Hub HE 0700-2200, 7x Daily Fixed Price",19522,YFT,YFT,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,YFT
"ERCOT West 345kV Hub HR HE 0700-2200, 7x",19551,YGY,YGY,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,YGY
ERCOT West 345kV Hub Physical ATC Daily,6327,XS7,XS7,,,Electricity,ERCOT Spot,NGXC,IEPA,Power,XS7
ERCOT West 345kV Physical ATC,6326,XS8,XS8,,,Electricity,ERCOT Monthly,NGXC,IEPA,Power,XS8
